feat,importance
K01565,0.42366995859628975
K22092,0.42257427363801847
K02410,0.4203158291975321
K01153,0.41859375776584545
K20074,0.4164133263921004
K06412,0.41563928933646654
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50,0.41547353499481343
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0.41534468470490327
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.41347267722448666
K19158,0.413355546386808
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0.4132077794274642
K19118,0.4078715813402569
K10240,0.40760094572214933
K01729,0.40743286364158554
K02556,0.4070727974267329
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0.4050347461015885
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53,0.4039152407021858
K01265,0.403288176807106
K03427,0.40301065068706265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,0.4025408754841894
K00571,0.40125894348784485
K20488,0.3992086807893405
K13626,0.39904454503266396
K02474,0.39903527850401405
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,0.3988148178468668
K10710,0.39782573564661783
K01759,0.39772045774225073
K12693,0.3961868778897022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified,0.3947550549855779
K02418,0.39375505834686675
K07496,0.3923448291097852
K02416,0.3917297235384449
K23072,0.3901419776011585
K03826,0.38945469186364545
K01709,0.38883933951728616
K03969,0.388364015328986
K04656,0.38351248054459364
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0.3826221051858713
K03790,0.38223626741722494
K03073,0.38168815448079596
K11148,0.3809151695877489
K02988,0.37969137362233263
K02396,0.379530447360592
K02805,0.3765544221698733
K07506,0.37647176796326454
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,0.37434031389420586
K09005,0.3734540659515898
K09769,0.3723309154738651
K02970,0.37206251926363354
K03608,0.37199023138600523
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0.37181919680142295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA,0.3715218923753103
K02902,0.3703004946827368
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified,0.36965135537320376
K01749,0.36852321822880024
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,0.3681812372269617
K03282,0.3630680142882711
K03210,0.36159879660408234
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,0.3602102586009976
K09141,0.35982874799082964
K05946,0.35814789582731255
K21299,0.3576270987898606
K23229,0.35738925024315604
K03534,0.3567844399658476
K07063,0.3561180769484037
K00033,0.35298031180900463
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0.3524812034684111
K07461,0.3522497200992785
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,0.35204616073326245
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0.3520231707952884
K20492,0.3519969044864388
K07317,0.35173113526161476
K07800,0.35143678630265496
K03643,0.3507985990509025
K03488,0.35072698657631673
K07559,0.34758017794956536
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_unclassified,0.347202315380852
K05992,0.3469771870859383
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus,0.3468130506516878
K05521,0.3465730094630979
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified,0.3464256660295151
K00984,0.346371673222163
K02483,0.3463134006685756
K03431,0.3461682990136966
K03378,0.34597643170490966
K07733,0.34596256060467323
K07076,0.3455798693921662
K07172,0.34432395173735
K03495,0.3442177463944034
K17192,0.34300550816987885
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA,0.3429500432685006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,0.3425345309151441
K09951,0.3421954778459611
K09974,0.34198925316741147
K03975,0.34196597817753804
K03664,0.3413225540461976
K12912,0.3410629753552694
K15971,0.34085182487979004
K00016,0.34030208619696933
K07089,0.3401212353674038
K08681,0.33773978154931483
K03748,0.33766736817915344
K03704,0.3372524141923319
K20591,0.33628904181386804
K02013,0.33579324932179344
K05808,0.33575162442684586
K19350,0.3342596733773436
K00046,0.33302366538418693
K00003,0.3329661978059437
K02172,0.3329503209970413
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,0.33192733184114004
K07502,0.33172713400926845
K03271,0.3310901720033118
K02899,0.3308162070898073
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum,0.3297341187179623
K02933,0.329640832369476
K01620,0.3295524319473759
K01677,0.32783511671186566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis,0.3275410072092162
K06317,0.327062237533481
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,0.3262843869306359
K15967,0.32572215464733584
K19314,0.3249739832817761
K14623,0.32457690007504275
K00259,0.32454652722571814
K19221,0.32373791225108944
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,0.32363098309860877
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus,0.3223756711204225
K09803,0.3219772061966047
K19117,0.3209272701624265
K16044,0.31934387162413913
K16710,0.3186117645475378
K05770,0.3183179455954807
K00041,0.31738048580154754
K02408,0.3164649463828914
K10254,0.3159054235602505
K06993,0.3157776132102282
K01448,0.31530268782807863
K07504,0.31512850830767863
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,0.31484929534780953
K02874,0.3148264835882604
K06133,0.3144789893126456
K06909,0.3143478639831296
K06919,0.31413378725687624
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.3136664223848112
K02499,0.31309005786169763
K03816,0.31260577751527113
K01356,0.312116233564664
K09693,0.3119041066602211
K23101,0.3117029688983141
K19543,0.31169364148808787
K03581,0.31081403725965895
K01546,0.30864582934009144
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_2_1_22,0.3085507444434341
K03706,0.3072772593663989
K09925,0.3072570563199386
K07783,0.30664942193077777
K06132,0.3066371776512798
K04652,0.30635259816153726
K06383,0.30625623527885
K07455,0.30507054409917916
K03741,0.30470530601087226
K20490,0.30408880403046856
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0.30407258418699445
K03315,0.3038425859858747
K03430,0.3033527143707001
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme,0.3019670364428727
K02413,0.3019088941928181
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,0.3013587822206291
K02492,0.30072221752015804
K01494,0.3003203397711305
K20170,0.2995473160499357
K20866,0.29923828770415406
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis,0.298516455614842
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,0.2984959809691621
K13468,0.29834015005326237
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,0.2977609302470223
K09861,0.2962757992709145
K01174,0.2956330435113138
K00980,0.2949132525391158
K04072,0.2940599588602578
K11719,0.2936036778628465
K03116,0.2928984550590004
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,0.2920366974867622
K03621,0.2916305288040324
K07012,0.29161120162825505
K01918,0.29129262053765864
K02238,0.29103753206072497
K17194,0.2904754845076216
K14747,0.2901888948690599
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_flavefaciens,0.28979887024979617
K00558,0.2875744522468705
K13683,0.2875700926233535
K01155,0.2875594254564912
K07271,0.2874457991274516
K01442,0.28675967300296035
K09992,0.2865688020938231
K12913,0.28580248895150095
K03101,0.28568508582611435
K07148,0.2849243208111123
K07154,0.2846438796677814
K07488,0.28410219270153786
K03308,0.28378812823609534
K02892,0.28304660656794717
K00783,0.28282612102611476
